"Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TUBA4A",0.176716518895354,10.8041070518355,1.65077098681266,0.0994247496884466,0.352193055627151,-4.63828722227025
"CITED4",-0.239458995091869,6.6385312917441,-1.65057758416493,0.0994642816742239,0.352197629457748,-4.63858179778478
"SYNE1",-0.210335743112704,10.5078133347718,-1.64996888841505,0.099588782708628,0.35250295493715,-4.63950869210338
"C18orf54",0.170863145734056,6.1119886529134,1.64965713247653,0.0996525967230496,0.35259332148263,-4.6399832891029
"OTX1",0.222919950055681,5.65195448100087,1.64935053525976,0.0997153866926329,0.35267774547299,-4.64044994636669
"FBXO43",0.203620053958331,3.5860574008225,1.64912500875385,0.0997615938842819,0.35267774547299,-4.64079315498606
"C6orf103",-0.348441559502576,1.84136445113021,-1.64897988856517,0.0997913360154846,0.35267774547299,-4.64101397589978
"PCDH7",0.320883501453472,8.16386473645233,1.64870134682034,0.0998484425379349,0.352744210116755,-4.6414377628005
"GDF7",-0.171643256283908,0.799904924938267,-1.64816357025459,0.0999587712440505,0.352998574830409,-4.64225576196781
"LAIR1",-0.205934692844084,9.17082280511106,-1.64795726356591,0.100001122407246,0.353012777834703,-4.64256950018662
"SNHG9",-0.215575172851388,4.82708619164004,-1.64749847149692,0.100095355861387,0.353013547567393,-4.64326706314917
"RIMKLB",0.231544992364454,8.78000414787493,1.6474051919115,0.100114523677676,0.353013547567393,-4.64340886510365
"RFX2",-0.189312006903534,7.5996206917354,-1.64739640913316,0.100116328582631,0.353013547567393,-4.64342221611723
"ALDH3B2",0.334711189205818,7.0835371513437,1.64604151930349,0.100395077048919,0.353860948955434,-4.64548098992452
"CCDC141",-0.269651384089712,3.59636418448623,-1.64449105354634,0.100714823361919,0.354852151171873,-4.64783489020044
"TROAP",0.270218782572748,7.44651694638564,1.64393370541288,0.100829961727408,0.355121968454849,-4.64868051443857
"FGF20",-0.211289185171545,0.98790899599308,-1.64322084548853,0.100977379408149,0.355505223375019,-4.64976167266878
"B3GAT1",-0.405812768391528,5.0680795245658,-1.64294555585374,0.101034354708316,0.355569891808787,-4.65017906635923
"HPN",-0.322409095634337,9.59237208684476,-1.6425132456516,0.101123879603166,0.355749018772023,-4.65083439489232
"GPR1",0.297080020106525,3.19157360231071,1.64180040599502,0.101271636313298,0.356132787493498,-4.65191459899397
"AATK",-0.308777640089962,7.04904635893815,-1.64025118753911,0.101593351573403,0.356996046202679,-4.65426061471423
"IL6R",-0.197459934397528,8.98106479982632,-1.64023407785415,0.101596909172824,0.356996046202679,-4.65428651206769
"LCP1",-0.194271005891665,11.7945296749075,-1.63996820730719,0.101652204152775,0.356996046202679,-4.6546889015075
"PTPRE",-0.17735908997321,10.0748779429986,-1.63987226495194,0.101672163864237,0.356996046202679,-4.6548340924002
"VGLL3",0.230938003980653,8.26880851740908,1.63910893770788,0.101831076915614,0.357417766155796,-4.65598894697897
"OVGP1",-0.23533313513208,6.00367699533155,-1.63864282176008,0.101928212615264,0.35762241454727,-4.65669388272905
"F11",-0.422189490297593,2.85344646283022,-1.63754587596815,0.102157101305985,0.35828899582183,-4.65835207928216
"ALDOB",-0.375733940236574,3.06704612460075,-1.63706107281411,0.102258390977712,0.35838963845408,-4.65908458158966
"HOXB9",0.618026692163822,3.9582770028293,1.63703604012517,0.102263623220122,0.35838963845408,-4.65912239834203
"REC8",-0.26611568542288,7.20662414507382,-1.63664900879488,0.102344546309497,0.358536809247038,-4.65970701182191
"SFN",0.211180615150686,11.5132832103323,1.63634574826776,0.102407989747565,0.358622656112197,-4.66016499346394
"ATP4A",-0.19153059113605,0.410684933913144,-1.63604331277513,0.102471291840712,0.358707942931567,-4.66062164560715
"RASEF",-0.227999029931508,7.68937829725295,-1.63584759898666,0.102512272893527,0.358715058263443,-4.66091711249675
"SLAMF8",-0.210076688451577,9.29127515459327,-1.63489385184138,0.102712167853191,0.359278034913745,-4.66235647380183
"MYBL2",0.298772124769787,9.35910937644486,1.63351097373206,0.103002556204973,0.360157001764542,-4.66444199068955
"ASNS",0.170274589552965,9.3714460773755,1.63327876410222,0.103051381684251,0.360190977347988,-4.66479201472563
"LECT1",-0.535294694207489,1.7791028637575,-1.63267950941536,0.103177469062325,0.360313657824462,-4.66569508139526
"CXCL11",-0.340061013111721,6.2923580593333,-1.63238075293117,0.103240375460593,0.360313657824462,-4.66614518000253
"CTSL1",0.173551807328123,11.5324839185014,1.63234041706169,0.103248870955757,0.360313657824462,-4.66620594271729
"SLC22A23",-0.224343220339201,10.1632447499312,-1.63222396866693,0.103273400312872,0.360313657824462,-4.66638135444949
"BEX5",-0.290738194023669,5.25537603415491,-1.63194156691181,0.103332906337673,0.360313657824462,-4.6668066982176
"C10orf68",-0.181708337051687,2.50136309879955,-1.63150388919947,0.103425185212961,0.360313657824462,-4.66746576952962
"SLC6A7",-0.185254195912318,1.71292214443292,-1.63136945187636,0.103453542829522,0.360313657824462,-4.66766817515183
"RBM11",-0.265494374209346,4.63462448070598,-1.63120329431795,0.103488599938432,0.360313657824462,-4.66791831522298
"FAM107A",-0.287729006235325,7.04494630016051,-1.63119517170841,0.103490313947431,0.360313657824462,-4.66793054267065
"PRKCQ",-0.24983255625193,6.00423430077431,-1.63111048691398,0.103508185229977,0.360313657824462,-4.66805802014834
"CYP4F22",-0.225219887975829,2.15772406373237,-1.63106956081812,0.103516822866832,0.360313657824462,-4.66811962455978
"WDR49",-0.355655985706784,3.28424462262688,-1.6304704778367,0.103643327815791,0.360486865296531,-4.66902122528264
"MCAM",0.17413638767066,10.5864812809926,1.63046319535425,0.103644866374073,0.360486865296531,-4.66903218317173
"TNS1",-0.183171015959272,12.0606431677207,-1.63010387303456,0.103720802433751,0.360614794418591,-4.66957279231429
"GSG2",0.198155623562862,5.60978344581727,1.62965994671164,0.103814679202488,0.360614859936977,-4.6702405275949
"RAB36",-0.224220590298608,7.51883119770053,-1.62953711775859,0.103840665707731,0.360614859936977,-4.6704252499827
"LOC100134868",-0.233152604151368,2.6628374705205,-1.62921874561393,0.103908046759253,0.360614859936977,-4.67090398559064
"IGF2BP2",0.292972674218498,8.27370989946639,1.6290912163741,0.103935047129321,0.360614859936977,-4.6710957251373
"OR52N2",-0.202399310004231,0.801725692144865,-1.62895494879162,0.103963903752148,0.360614859936977,-4.67130058634088
"FOXP2",0.295945172211564,5.0872158199317,1.62887423570665,0.103980998920934,0.360614859936977,-4.67142192034375
"SIGLEC1",-0.251856914823526,8.84691140903791,-1.62849378849546,0.104061608456036,0.360614859936977,-4.671993757291
"PON3",0.309230820224563,9.13801741856476,1.62833317835708,0.104095653638075,0.360614859936977,-4.67223512515817
"HSF4",-0.28396083505417,7.18898805478461,-1.62817038894574,0.104130169825997,0.360614859936977,-4.67247974406426
"RNASE3",0.175361951718019,1.16092044959122,1.62811739021384,0.104141409098171,0.360614859936977,-4.67255937849838
"TPSB2",-0.318715558681638,9.08866370761757,-1.62806970174767,0.104151523065403,0.360614859936977,-4.67263103168346
"CRHR2",-0.253172674341829,1.20017175714173,-1.62747006098569,0.104278764164728,0.360872274972986,-4.67353183078143
"KCNE1",-0.3233463289716,4.13814821484959,-1.62735010057164,0.104304234090998,0.360872274972986,-4.67371199969158
"LRRC14B",-0.182006181658687,0.90725318681018,-1.626966671789,0.104385676709849,0.361018431279652,-4.67428778450635
"C1orf61",0.429615024217279,3.1667882367019,1.62587713749567,0.104617376984222,0.361683949708966,-4.6759231771891
"CCDC138",0.159461807284407,5.88128305143653,1.62520210161933,0.104761135450932,0.362045049719732,-4.67693586377283
"AGAP6",-0.178726688119605,6.79518024144208,-1.62447017917757,0.10491718643612,0.362448344739933,-4.67803342166372
"ODZ3",0.292189739285751,6.26898367452796,1.62362269125503,0.105098107965788,0.362936373809364,-4.67930366576618
"SLC22A3",-0.350452908959546,8.64397112774474,-1.62343940386661,0.105137268764754,0.362936373809364,-4.67957829703911
"TEKT3",-0.252196721079309,2.51947389930882,-1.62321668955452,0.105184869070088,0.362964647484269,-4.6799119629584
"C1QTNF3",-0.254340290629016,7.26285433498736,-1.62281461334017,0.105270847495348,0.363110782958069,-4.68051423052994
"BEGAIN",0.250637685028517,3.84084493573613,1.62264997328374,0.105306069628773,0.363110782958069,-4.68076080132959
"FGFR3",-0.361830418636243,8.43164125776126,-1.62167608289253,0.105514609955241,0.363693696739434,-4.6822188283866
"MC2R",-0.176942466130581,0.677311011363638,-1.62139962946912,0.105573867111644,0.363761809239896,-4.68263255359582
"CBLN1",-0.292794671756287,1.70885531448544,-1.62093803562914,0.105672867712834,0.363907866188581,-4.68332319450673
"HOXD1",-0.406136828890355,6.69068362173368,-1.62037969612627,0.105792716597141,0.363907866188581,-4.68415832737684
"THAP7-AS1",-0.189434133392756,5.46884999494189,-1.62002485316512,0.105868940660129,0.363907866188581,-4.68468893372686
"KAZALD1",0.210375505984485,6.63908725074728,1.6199038828193,0.105894936368552,0.363907866188581,-4.68486979772352
"TYMS",0.18395357231223,9.00984616196155,1.61973646135805,0.105930922484342,0.363907866188581,-4.68512008922966
"SPNS2",-0.247871353530797,9.09908280805728,-1.61951852858379,0.105977780239997,0.363907866188581,-4.68544585575718
"BAIAP2-DT",-0.178036712640947,10.0666461367437,-1.61917488024172,0.106051701614137,0.363907866188581,-4.68595945423087
"F13A1",-0.291325440112256,9.39272600524324,-1.61909897352758,0.106068035255061,0.363907866188581,-4.68607288582646
"FBXL13",0.278021187564129,3.56051846241756,1.61892894725401,0.10610462884606,0.363907866188581,-4.68632694640227
"FOXD4L1",-0.195341138108075,2.80403169565148,-1.61890420280601,0.10610995526117,0.363907866188581,-4.68636391842279
"MET",0.330482242325942,11.6553257471719,1.61878720094283,0.106135143609074,0.363907866188581,-4.68653872968023
"FCGR1C",-0.217511708587392,5.56995093236936,-1.6187668430794,0.106139526768102,0.363907866188581,-4.68656914487495
"OR2A4",-0.218926773089198,4.42668572136639,-1.61859456519528,0.106176624900867,0.363907866188581,-4.68682651752017
"MMP17",0.300416133750373,6.47699289565989,1.61803251623168,0.106297727625905,0.363907866188581,-4.68766599608146
"KLRD1",-0.257102088187531,5.00919518409,-1.61799809633773,0.106305147528141,0.363907866188581,-4.68771739640541
"SLC2A9",-0.179191741329611,5.60194088870261,-1.61795942528714,0.106313484344248,0.363907866188581,-4.68777514382747
"SBK2",0.163190273614338,0.401614790818619,1.61793106786514,0.106319598049112,0.363907866188581,-4.68781748905618
"S100P",0.57785472482521,9.83566604419838,1.61781795869821,0.106343986547721,0.363907866188581,-4.68798638404738
"LRRN3",-0.258505475737841,4.59130914595171,-1.61771129307988,0.106366989769779,0.363907866188581,-4.68814564681512
"SEC14L3",-0.319876835834325,1.49509698293814,-1.61717907064678,0.106481826569344,0.364112288531164,-4.6889401546639
"NSUN5P1",-0.221207057731565,7.09965960022864,-1.6170679771104,0.106505809479148,0.364112288531164,-4.689105963784
"ITPKA",0.43863397861029,6.47372402802484,1.61651670284699,0.106624882293127,0.364384106092653,-4.68992858404303
"HPDL",0.289138036127783,4.51267504436404,1.61594310349701,0.106748889553986,0.36455987770763,-4.69078422378242
"PLGLB2",-0.194389774709436,4.56471783471939,-1.61575016247195,0.106790627507596,0.36455987770763,-4.69107196696855
"TFF1",0.692014071971589,4.21207904075459,1.61572211105562,0.10679669680821,0.36455987770763,-4.69111379870556
"SCN9A",0.276879407466487,7.28360406014969,1.6154778593636,0.106849555530377,0.36455987770763,-4.69147800924035
"SERPINF1",-0.226061984652389,11.0844356065082,-1.61536386969711,0.106874231249794,0.36455987770763,-4.6916479637919
"SC5DL",-0.175745587686459,10.7344906418257,-1.61495514635669,0.106962746179918,0.364656776107417,-4.69225725832893
"GUCA2B",0.268915492419762,0.625089839017334,1.61486708350843,0.106981825086019,0.364656776107417,-4.69238851595237
"CYP2F1",-0.399140650374917,2.04547922893172,-1.61463743888128,0.10703159055214,0.36469143506667,-4.69273076784627
"UNC13B",-0.18673358123728,11.0195637516557,-1.61445082045296,0.107072045513224,0.364694356204434,-4.69300886001069
"C8orf85",-0.342626110518372,3.81172331120228,-1.61385239617038,0.107201853310278,0.365001504246825,-4.69390039631594
"ADAMTS15",0.278727808529127,3.9069243177648,1.61360105520881,0.107256410460648,0.365052306113292,-4.6942747482336
"UPK3A",-0.363704781251703,3.27552767221035,-1.61339785253036,0.107300534634215,0.365067574429672,-4.69457735995233
"FAM83E",-0.253484266201945,8.62275592069377,-1.61317874683637,0.107348128205359,0.365094631008626,-4.6949036124034
"SH3RF2",0.360900204240624,6.99069872354925,1.6126610642587,0.107460644502188,0.365186245984425,-4.69567427735606
"NRARP",0.177673271630395,7.4326777663007,1.6125277102882,0.107489643639732,0.365186245984425,-4.69587275945556
"ART4",-0.24890404609588,2.83361908196534,-1.61239178745822,0.107519207798251,0.365186245984425,-4.69607504830819
"APOBEC3H",-0.242288111088651,3.91445396480317,-1.6123253083049,0.107533669827336,0.365186245984425,-4.69617398060076
"EIF4EBP3",-0.168932352231574,7.65504997974192,-1.61210394424512,0.107581837017428,0.365215156258942,-4.69650337891736
"GIPR",-0.270412005561135,4.50947688271335,-1.61113642947579,0.107792562286819,0.365779563638697,-4.69794255363202
"MYLK4",-0.192744389394259,4.78292134368905,-1.61094804136232,0.107833631428215,0.365779563638697,-4.69822268091017
"C21orf125",0.379587782164036,4.58868644005069,1.61051894880561,0.107927221204349,0.365779563638697,-4.69886060733039
"FAM82A1",-0.182409199974351,7.17284061631255,-1.61044882283522,0.107942522575117,0.365779563638697,-4.69896484674069
"POTEE",0.288868529542331,3.04742777475378,1.61029334177545,0.107976454428945,0.365779563638697,-4.69919594702332
"PKDREJ",-0.188152445886643,2.96090856846446,-1.61024783191461,0.107986388005822,0.365779563638697,-4.6992635867268
"SETBP1",-0.217166165279286,7.66830011373044,-1.60982850517425,0.108077949888552,0.365955117085867,-4.69988672835441
"C20orf165",-0.172923014133545,2.61073288487164,-1.60948225014578,0.108153602688827,0.366035316637231,-4.7004011606116
"ANO3",0.351436294047338,3.87219792011119,1.60920028257848,0.108215240460579,0.366035316637231,-4.70081999994462
"SCARNA17",-0.165766225050398,2.53779614953176,-1.60917455868774,0.108220865060063,0.366035316637231,-4.70085820702989
"STX19",-0.22305078278,5.34735282626458,-1.60863273890068,0.108339389381394,0.366301272177866,-4.70166281880333
"HAVCR1P1",-0.192439466045987,2.92277543274532,-1.60814112243323,0.108447020751263,0.366301272177866,-4.70239264595012
"MAGEA1",0.479047804140231,1.52972576444613,1.6077721824256,0.108527849851538,0.366301272177866,-4.70294020940251
"BEAN1",0.311748792065184,6.74946747266643,1.6077464521415,0.10853348874544,0.366301272177866,-4.70297839244934
"TUBAL3",0.3005197895331,2.64573182642011,1.60770404909728,0.10854278204826,0.366301272177866,-4.70304131610367
"C6orf164",-0.1794420443294,3.12281491126973,-1.60755560524195,0.108575320859978,0.366301272177866,-4.70326158523417
"LINC01089",-0.21320116526022,7.34117444485431,-1.60748677774264,0.108590410436639,0.366301272177866,-4.70336370842708
